"scientificName" "occurrenceRemarks" "occurrenceStatus" "occurrenceStatus01"
"1738" "Rosa majalis Herrm." "p13-2019" "absent" 0
"1739" "Rosa majalis Herrm." "p14-2019" "absent" 0
"1740" "Rosa majalis Herrm." "p15-2019" "absent" 0
"1741" "Rosa majalis Herrm." "p1-2020" "absent" 0
"1742" "Rosa majalis Herrm." "p2-2020" "absent" 0
"1743" "Rosa majalis Herrm." "p3-2020" "absent" 0
"1744" "Rosa majalis Herrm." "p4-2020" "absent" 0
"1745" "Rosa majalis Herrm." "p5-2020" "absent" 0
"1746" "Rosa majalis Herrm." "p6-2020" "absent" 0
"1747" "Rosa majalis Herrm." "p7-2020" "absent" 0
"1748" "Rosa majalis Herrm." "p8-2020" "absent" 0
"1749" "Rosa majalis Herrm." "p9-2020" "absent" 0
"1750" "Rosa majalis Herrm." "p10-2020" "absent" 0
"1751" "Rosa majalis Herrm." "p11-2020" "absent" 0
"1752" "Rosa majalis Herrm." "p12-2020" "absent" 0
"1753" "Rosa majalis Herrm." "p13-2020" "absent" 0
"1754" "Rosa majalis Herrm." "p14-2020" "absent" 0
"1755" "Rosa majalis Herrm." "p15-2020" "absent" 0
"1756" "Saxifraga granulata L." "p1-2009" "absent" 0
"1757" "Saxifraga granulata L." "p2-2009" "absent" 0
"1758" "Saxifraga granulata L." "p3-2009" "absent" 0
"1759" "Saxifraga granulata L." "p4-2009" "absent" 0
"1760" "Saxifraga granulata L." "p5-2009" "absent" 0
"1761" "Saxifraga granulata L." "p6-2009" "absent" 0
"1762" "Saxifraga granulata L." "p7-2009" "absent" 0
"1763" "Saxifraga granulata L." "p8-2009" "absent" 0
"1764" "Saxifraga granulata L." "p9-2009" "absent" 0
"1765" "Saxifraga granulata L." "p10-2009" "absent" 0
"1766" "Saxifraga granulata L." "p11-2009" "absent" 0
"1767" "Saxifraga granulata L." "p12-2009" "absent" 0
"1768" "Saxifraga granulata L." "p13-2009" "absent" 0
"1769" "Saxifraga granulata L." "p14-2009" "absent" 0
"1770" "Saxifraga granulata L." "p15-2009" "absent" 0
"1771" "Saxifraga granulata L." "p1-2019" "absent" 0
"1772" "Saxifraga granulata L." "p2-2019" "absent" 0
"1773" "Saxifraga granulata L." "p3-2019" "absent" 0
"1774" "Saxifraga granulata L." "p4-2019" "absent" 0
"1775" "Saxifraga granulata L." "p5-2019" "absent" 0
"1776" "Saxifraga granulata L." "p6-2019" "absent" 0
"1777" "Saxifraga granulata L." "p7-2019" "absent" 0
"1778" "Saxifraga granulata L." "p8-2019" "absent" 0
"1779" "Saxifraga granulata L." "p9-2019" "absent" 0
"1780" "Saxifraga granulata L." "p10-2019" "absent" 0
"1781" "Saxifraga granulata L." "p11-2019" "absent" 0
"1782" "Saxifraga granulata L." "p12-2019" "absent" 0
"1783" "Saxifraga granulata L." "p13-2019" "absent" 0
"1784" "Saxifraga granulata L." "p14-2019" "absent" 0
"1785" "Saxifraga granulata L." "p15-2019" "absent" 0
"1786" "Saxifraga granulata L." "p1-2020" "absent" 0
"1787" "Saxifraga granulata L." "p2-2020" "absent" 0
"1788" "Saxifraga granulata L." "p3-2020" "absent" 0
"1789" "Saxifraga granulata L." "p4-2020" "absent" 0
"1790" "Saxifraga granulata L." "p5-2020" "absent" 0
"1791" "Saxifraga granulata L." "p6-2020" "absent" 0
"1792" "Saxifraga granulata L." "p7-2020" "absent" 0
"1793" "Saxifraga granulata L." "p8-2020" "absent" 0
"1794" "Saxifraga granulata L." "p9-2020" "absent" 0
"1795" "Saxifraga granulata L." "p10-2020" "absent" 0
"1796" "Saxifraga granulata L." "p11-2020" "absent" 0
"1797" "Saxifraga granulata L." "p12-2020" "absent" 0
"1798" "Saxifraga granulata L." "p13-2020" "absent" 0
"1799" "Saxifraga granulata L." "p14-2020" "absent" 0
"1800" "Saxifraga granulata L." "p15-2020" "absent" 0
"1801" "Saxifraga osloënsis Knaben" "p1-2009" "absent" 0
"1802" "Saxifraga osloënsis Knaben" "p2-2009" "absent" 0
"1803" "Saxifraga osloënsis Knaben" "p3-2009" "absent" 0
"1804" "Saxifraga osloënsis Knaben" "p4-2009" "absent" 0
"1805" "Saxifraga osloënsis Knaben" "p5-2009" "absent" 0
"1806" "Saxifraga osloënsis Knaben" "p6-2009" "absent" 0
"1807" "Saxifraga osloënsis Knaben" "p7-2009" "absent" 0
"1808" "Saxifraga osloënsis Knaben" "p8-2009" "absent" 0
"1809" "Saxifraga osloënsis Knaben" "p9-2009" "absent" 0
"1810" "Saxifraga osloënsis Knaben" "p10-2009" "absent" 0
"1811" "Saxifraga osloënsis Knaben" "p11-2009" "absent" 0
"1812" "Saxifraga osloënsis Knaben" "p12-2009" "absent" 0
"1813" "Saxifraga osloënsis Knaben" "p13-2009" "absent" 0
"1814" "Saxifraga osloënsis Knaben" "p14-2009" "absent" 0
"1815" "Saxifraga osloënsis Knaben" "p15-2009" "absent" 0
"1816" "Saxifraga osloënsis Knaben" "p1-2019" "absent" 0
"1817" "Saxifraga osloënsis Knaben" "p2-2019" "absent" 0
"1818" "Saxifraga osloënsis Knaben" "p3-2019" "absent" 0
"1819" "Saxifraga osloënsis Knaben" "p4-2019" "absent" 0
"1820" "Saxifraga osloënsis Knaben" "p5-2019" "absent" 0
"1821" "Saxifraga osloënsis Knaben" "p6-2019" "absent" 0
"1822" "Saxifraga osloënsis Knaben" "p7-2019" "absent" 0
"1823" "Saxifraga osloënsis Knaben" "p8-2019" "absent" 0
"1824" "Saxifraga osloënsis Knaben" "p9-2019" "absent" 0
"1825" "Saxifraga osloënsis Knaben" "p10-2019" "absent" 0
"1826" "Saxifraga osloënsis Knaben" "p11-2019" "absent" 0
"1827" "Saxifraga osloënsis Knaben" "p12-2019" "absent" 0
"1828" "Saxifraga osloënsis Knaben" "p13-2019" "absent" 0
"1829" "Saxifraga osloënsis Knaben" "p14-2019" "absent" 0
"1830" "Saxifraga osloënsis Knaben" "p15-2019" "absent" 0
"1831" "Saxifraga osloënsis Knaben" "p1-2020" "absent" 0
"1832" "Saxifraga osloënsis Knaben" "p2-2020" "absent" 0
"1833" "Saxifraga osloënsis Knaben" "p3-2020" "absent" 0
"1834" "Saxifraga osloënsis Knaben" "p4-2020" "absent" 0
"1835" "Saxifraga osloënsis Knaben" "p5-2020" "absent" 0
"1836" "Saxifraga osloënsis Knaben" "p6-2020" "absent" 0
"1837" "Saxifraga osloënsis Knaben" "p7-2020" "absent" 0
"1838" "Saxifraga osloënsis Knaben" "p8-2020" "absent" 0
"1839" "Saxifraga osloënsis Knaben" "p9-2020" "absent" 0
"1840" "Saxifraga osloënsis Knaben" "p10-2020" "absent" 0
"1841" "Saxifraga osloënsis Knaben" "p11-2020" "absent" 0
"1842" "Saxifraga osloënsis Knaben" "p12-2020" "absent" 0
"1843" "Saxifraga osloënsis Knaben" "p13-2020" "absent" 0
"1844" "Saxifraga osloënsis Knaben" "p14-2020" "absent" 0
"1845" "Saxifraga osloënsis Knaben" "p15-2020" "absent" 0
"1846" "Saxifraga tridactylites L." "p1-2009" "present" 1
"1847" "Saxifraga tridactylites L." "p2-2009" "present" 1
"1848" "Saxifraga tridactylites L." "p3-2009" "absent" 0
"1849" "Saxifraga tridactylites L." "p4-2009" "present" 1
"1850" "Saxifraga tridactylites L." "p5-2009" "absent" 0
"1851" "Saxifraga tridactylites L." "p6-2009" "present" 1
"1852" "Saxifraga tridactylites L." "p7-2009" "present" 1
"1853" "Saxifraga tridactylites L." "p8-2009" "present" 1
"1854" "Saxifraga tridactylites L." "p9-2009" "absent" 0
"1855" "Saxifraga tridactylites L." "p10-2009" "present" 1
"1856" "Saxifraga tridactylites L." "p11-2009" "absent" 0
"1857" "Saxifraga tridactylites L." "p12-2009" "absent" 0
"1858" "Saxifraga tridactylites L." "p13-2009" "present" 1
"1859" "Saxifraga tridactylites L." "p14-2009" "absent" 0
"1860" "Saxifraga tridactylites L." "p15-2009" "absent" 0
"1861" "Saxifraga tridactylites L." "p1-2019" "absent" 0
"1862" "Saxifraga tridactylites L." "p2-2019" "absent" 0
"1863" "Saxifraga tridactylites L." "p3-2019" "absent" 0
"1864" "Saxifraga tridactylites L." "p4-2019" "absent" 0
"1865" "Saxifraga tridactylites L." "p5-2019" "absent" 0
"1866" "Saxifraga tridactylites L." "p6-2019" "absent" 0
"1867" "Saxifraga tridactylites L." "p7-2019" "absent" 0
"1868" "Saxifraga tridactylites L." "p8-2019" "absent" 0
"1869" "Saxifraga tridactylites L." "p9-2019" "absent" 0
"1870" "Saxifraga tridactylites L." "p10-2019" "absent" 0
"1871" "Saxifraga tridactylites L." "p11-2019" "absent" 0
"1872" "Saxifraga tridactylites L." "p12-2019" "absent" 0
"1873" "Saxifraga tridactylites L." "p13-2019" "absent" 0
"1874" "Saxifraga tridactylites L." "p14-2019" "absent" 0
"1875" "Saxifraga tridactylites L." "p15-2019" "absent" 0
"1876" "Saxifraga tridactylites L." "p1-2020" "absent" 0
"1877" "Saxifraga tridactylites L." "p2-2020" "present" 1
"1878" "Saxifraga tridactylites L." "p3-2020" "absent" 0
"1879" "Saxifraga tridactylites L." "p4-2020" "present" 1
"1880" "Saxifraga tridactylites L." "p5-2020" "absent" 0
"1881" "Saxifraga tridactylites L." "p6-2020" "absent" 0
"1882" "Saxifraga tridactylites L." "p7-2020" "present" 1
"1883" "Saxifraga tridactylites L." "p8-2020" "present" 1
"1884" "Saxifraga tridactylites L." "p9-2020" "present" 1
"1885" "Saxifraga tridactylites L." "p10-2020" "present" 1
"1886" "Saxifraga tridactylites L." "p11-2020" "absent" 0
"1887" "Saxifraga tridactylites L." "p12-2020" "present" 1
"1888" "Saxifraga tridactylites L." "p13-2020" "present" 1
"1889" "Saxifraga tridactylites L." "p14-2020" "absent" 0
"1890" "Saxifraga tridactylites L." "p15-2020" "present" 1
"1891" "Scleranthus perennis L." "p1-2009" "present" 1
"1892" "Scleranthus perennis L." "p2-2009" "present" 1
"1893" "Scleranthus perennis L." "p3-2009" "present" 1
"1894" "Scleranthus perennis L." "p4-2009" "present" 1
"1895" "Scleranthus perennis L." "p5-2009" "present" 1
"1896" "Scleranthus perennis L." "p6-2009" "absent" 0
"1897" "Scleranthus perennis L." "p7-2009" "present" 1
"1898" "Scleranthus perennis L." "p8-2009" "present" 1
"1899" "Scleranthus perennis L." "p9-2009" "present" 1
"1900" "Scleranthus perennis L." "p10-2009" "present" 1
"1901" "Scleranthus perennis L." "p11-2009" "present" 1
"1902" "Scleranthus perennis L." "p12-2009" "absent" 0
"1903" "Scleranthus perennis L." "p13-2009" "present" 1
"1904" "Scleranthus perennis L." "p14-2009" "absent" 0
"1905" "Scleranthus perennis L." "p15-2009" "absent" 0
"1906" "Scleranthus perennis L." "p1-2019" "present" 1
"1907" "Scleranthus perennis L." "p2-2019" "present" 1
"1908" "Scleranthus perennis L." "p3-2019" "absent" 0
"1909" "Scleranthus perennis L." "p4-2019" "absent" 0
"1910" "Scleranthus perennis L." "p5-2019" "present" 1
"1911" "Scleranthus perennis L." "p6-2019" "absent" 0
"1912" "Scleranthus perennis L." "p7-2019" "present" 1
"1913" "Scleranthus perennis L." "p8-2019" "absent" 0
"1914" "Scleranthus perennis L." "p9-2019" "absent" 0
"1915" "Scleranthus perennis L." "p10-2019" "present" 1
"1916" "Scleranthus perennis L." "p11-2019" "absent" 0
"1917" "Scleranthus perennis L." "p12-2019" "present" 1
"1918" "Scleranthus perennis L." "p13-2019" "present" 1
"1919" "Scleranthus perennis L." "p14-2019" "present" 1
"1920" "Scleranthus perennis L." "p15-2019" "absent" 0
"1921" "Scleranthus perennis L." "p1-2020" "present" 1
"1922" "Scleranthus perennis L." "p2-2020" "present" 1
"1923" "Scleranthus perennis L." "p3-2020" "absent" 0
"1924" "Scleranthus perennis L." "p4-2020" "present" 1
"1925" "Scleranthus perennis L." "p5-2020" "absent" 0
"1926" "Scleranthus perennis L." "p6-2020" "absent" 0
"1927" "Scleranthus perennis L." "p7-2020" "present" 1
"1928" "Scleranthus perennis L." "p8-2020" "absent" 0
"1929" "Scleranthus perennis L." "p9-2020" "present" 1
"1930" "Scleranthus perennis L." "p10-2020" "present" 1
"1931" "Scleranthus perennis L." "p11-2020" "absent" 0
"1932" "Scleranthus perennis L." "p12-2020" "present" 1
"1933" "Scleranthus perennis L." "p13-2020" "present" 1
"1934" "Scleranthus perennis L." "p14-2020" "present" 1
"1935" "Scleranthus perennis L." "p15-2020" "present" 1
"1936" "Seseli libanotis (L.) W.D.J.Koch" "p1-2009" "present" 1
"1937" "Seseli libanotis (L.) W.D.J.Koch" "p2-2009" "present" 1
"1938" "Seseli libanotis (L.) W.D.J.Koch" "p3-2009" "present" 1
"1939" "Seseli libanotis (L.) W.D.J.Koch" "p4-2009" "present" 1
"1940" "Seseli libanotis (L.) W.D.J.Koch" "p5-2009" "absent" 0
"1941" "Seseli libanotis (L.) W.D.J.Koch" "p6-2009" "present" 1
"1942" "Seseli libanotis (L.) W.D.J.Koch" "p7-2009" "present" 1
"1943" "Seseli libanotis (L.) W.D.J.Koch" "p8-2009" "present" 1
"1944" "Seseli libanotis (L.) W.D.J.Koch" "p9-2009" "present" 1
"1945" "Seseli libanotis (L.) W.D.J.Koch" "p10-2009" "present" 1
"1946" "Seseli libanotis (L.) W.D.J.Koch" "p11-2009" "present" 1
"1947" "Seseli libanotis (L.) W.D.J.Koch" "p12-2009" "present" 1
"1948" "Seseli libanotis (L.) W.D.J.Koch" "p13-2009" "present" 1
"1949" "Seseli libanotis (L.) W.D.J.Koch" "p14-2009" "absent" 0
"1950" "Seseli libanotis (L.) W.D.J.Koch" "p15-2009" "absent" 0
"1951" "Seseli libanotis (L.) W.D.J.Koch" "p1-2019" "present" 1
"1952" "Seseli libanotis (L.) W.D.J.Koch" "p2-2019" "present" 1
"1953" "Seseli libanotis (L.) W.D.J.Koch" "p3-2019" "present" 1
"1954" "Seseli libanotis (L.) W.D.J.Koch" "p4-2019" "present" 1
"1955" "Seseli libanotis (L.) W.D.J.Koch" "p5-2019" "absent" 0
"1956" "Seseli libanotis (L.) W.D.J.Koch" "p6-2019" "present" 1
"1957" "Seseli libanotis (L.) W.D.J.Koch" "p7-2019" "present" 1
"1958" "Seseli libanotis (L.) W.D.J.Koch" "p8-2019" "present" 1
"1959" "Seseli libanotis (L.) W.D.J.Koch" "p9-2019" "present" 1
"1960" "Seseli libanotis (L.) W.D.J.Koch" "p10-2019" "present" 1
"1961" "Seseli libanotis (L.) W.D.J.Koch" "p11-2019" "present" 1
"1962" "Seseli libanotis (L.) W.D.J.Koch" "p12-2019" "present" 1
"1963" "Seseli libanotis (L.) W.D.J.Koch" "p13-2019" "present" 1
"1964" "Seseli libanotis (L.) W.D.J.Koch" "p14-2019" "present" 1
"1965" "Seseli libanotis (L.) W.D.J.Koch" "p15-2019" "present" 1
"1966" "Seseli libanotis (L.) W.D.J.Koch" "p1-2020" "present" 1
"1967" "Seseli libanotis (L.) W.D.J.Koch" "p2-2020" "present" 1
"1968" "Seseli libanotis (L.) W.D.J.Koch" "p3-2020" "present" 1
"1969" "Seseli libanotis (L.) W.D.J.Koch" "p4-2020" "present" 1
"1970" "Seseli libanotis (L.) W.D.J.Koch" "p5-2020" "present" 1
"1971" "Seseli libanotis (L.) W.D.J.Koch" "p6-2020" "present" 1
"1972" "Seseli libanotis (L.) W.D.J.Koch" "p7-2020" "present" 1
"1973" "Seseli libanotis (L.) W.D.J.Koch" "p8-2020" "present" 1
"1974" "Seseli libanotis (L.) W.D.J.Koch" "p9-2020" "present" 1
"1975" "Seseli libanotis (L.) W.D.J.Koch" "p10-2020" "present" 1
"1976" "Seseli libanotis (L.) W.D.J.Koch" "p11-2020" "present" 1
"1977" "Seseli libanotis (L.) W.D.J.Koch" "p12-2020" "present" 1
"1978" "Seseli libanotis (L.) W.D.J.Koch" "p13-2020" "present" 1
"1979" "Seseli libanotis (L.) W.D.J.Koch" "p14-2020" "present" 1
"1980" "Seseli libanotis (L.) W.D.J.Koch" "p15-2020" "present" 1
"1981" "Silene nutans L." "p1-2009" "present" 1
"1982" "Silene nutans L." "p2-2009" "absent" 0
"1983" "Silene nutans L." "p3-2009" "present" 1
"1984" "Silene nutans L." "p4-2009" "absent" 0
"1985" "Silene nutans L." "p5-2009" "present" 1
"1986" "Silene nutans L." "p6-2009" "absent" 0
"1987" "Silene nutans L." "p7-2009" "present" 1
"1988" "Silene nutans L." "p8-2009" "present" 1
"1989" "Silene nutans L." "p9-2009" "absent" 0
"1990" "Silene nutans L." "p10-2009" "present" 1
"1991" "Silene nutans L." "p11-2009" "absent" 0
"1992" "Silene nutans L." "p12-2009" "absent" 0
"1993" "Silene nutans L." "p13-2009" "present" 1
"1994" "Silene nutans L." "p14-2009" "present" 1
"1995" "Silene nutans L." "p15-2009" "present" 1
"1996" "Silene nutans L." "p1-2019" "absent" 0
"1997" "Silene nutans L." "p2-2019" "present" 1
"1998" "Silene nutans L." "p3-2019" "present" 1
"1999" "Silene nutans L." "p4-2019" "present" 1
"2000" "Silene nutans L." "p5-2019" "present" 1
"2001" "Silene nutans L." "p6-2019" "present" 1
"2002" "Silene nutans L." "p7-2019" "present" 1
"2003" "Silene nutans L." "p8-2019" "absent" 0
"2004" "Silene nutans L." "p9-2019" "present" 1
"2005" "Silene nutans L." "p10-2019" "present" 1
"2006" "Silene nutans L." "p11-2019" "present" 1
"2007" "Silene nutans L." "p12-2019" "absent" 0
"2008" "Silene nutans L." "p13-2019" "present" 1
"2009" "Silene nutans L." "p14-2019" "present" 1
"2010" "Silene nutans L." "p15-2019" "present" 1
"2011" "Silene nutans L." "p1-2020" "present" 1
"2012" "Silene nutans L." "p2-2020" "present" 1
"2013" "Silene nutans L." "p3-2020" "present" 1
"2014" "Silene nutans L." "p4-2020" "present" 1
"2015" "Silene nutans L." "p5-2020" "present" 1
"2016" "Silene nutans L." "p6-2020" "present" 1
"2017" "Silene nutans L." "p7-2020" "present" 1
"2018" "Silene nutans L." "p8-2020" "present" 1
"2019" "Silene nutans L." "p9-2020" "present" 1
"2020" "Silene nutans L." "p10-2020" "present" 1
"2021" "Silene nutans L." "p11-2020" "present" 1
"2022" "Silene nutans L." "p12-2020" "present" 1
"2023" "Silene nutans L." "p13-2020" "present" 1
"2024" "Silene nutans L." "p14-2020" "present" 1
"2025" "Silene nutans L." "p15-2020" "present" 1
"2026" "Thymus pulegioides L." "p1-2009" "present" 1
"2027" "Thymus pulegioides L." "p2-2009" "present" 1
"2028" "Thymus pulegioides L." "p3-2009" "present" 1
"2029" "Thymus pulegioides L." "p4-2009" "present" 1
"2030" "Thymus pulegioides L." "p5-2009" "present" 1
"2031" "Thymus pulegioides L." "p6-2009" "present" 1
"2032" "Thymus pulegioides L." "p7-2009" "present" 1
"2033" "Thymus pulegioides L." "p8-2009" "absent" 0
"2034" "Thymus pulegioides L." "p9-2009" "present" 1
"2035" "Thymus pulegioides L." "p10-2009" "present" 1
"2036" "Thymus pulegioides L." "p11-2009" "present" 1
"2037" "Thymus pulegioides L." "p12-2009" "present" 1
"2038" "Thymus pulegioides L." "p13-2009" "present" 1
"2039" "Thymus pulegioides L." "p14-2009" "present" 1
"2040" "Thymus pulegioides L." "p15-2009" "present" 1
"2041" "Thymus pulegioides L." "p1-2019" "present" 1
"2042" "Thymus pulegioides L." "p2-2019" "present" 1
"2043" "Thymus pulegioides L." "p3-2019" "present" 1
"2044" "Thymus pulegioides L." "p4-2019" "present" 1
"2045" "Thymus pulegioides L." "p5-2019" "present" 1
"2046" "Thymus pulegioides L." "p6-2019" "present" 1
"2047" "Thymus pulegioides L." "p7-2019" "present" 1
"2048" "Thymus pulegioides L." "p8-2019" "present" 1
"2049" "Thymus pulegioides L." "p9-2019" "present" 1
"2050" "Thymus pulegioides L." "p10-2019" "present" 1
"2051" "Thymus pulegioides L." "p11-2019" "present" 1
"2052" "Thymus pulegioides L." "p12-2019" "present" 1
"2053" "Thymus pulegioides L." "p13-2019" "present" 1
"2054" "Thymus pulegioides L." "p14-2019" "present" 1
"2055" "Thymus pulegioides L." "p15-2019" "present" 1
"2056" "Thymus pulegioides L." "p1-2020" "present" 1
"2057" "Thymus pulegioides L." "p2-2020" "present" 1
"2058" "Thymus pulegioides L." "p3-2020" "present" 1
"2059" "Thymus pulegioides L." "p4-2020" "present" 1
"2060" "Thymus pulegioides L." "p5-2020" "present" 1
"2061" "Thymus pulegioides L." "p6-2020" "present" 1
"2062" "Thymus pulegioides L." "p7-2020" "present" 1
"2063" "Thymus pulegioides L." "p8-2020" "present" 1
"2064" "Thymus pulegioides L." "p9-2020" "present" 1
"2065" "Thymus pulegioides L." "p10-2020" "present" 1
"2066" "Thymus pulegioides L." "p11-2020" "present" 1
"2067" "Thymus pulegioides L." "p12-2020" "present" 1
"2068" "Thymus pulegioides L." "p13-2020" "present" 1
"2069" "Thymus pulegioides L." "p14-2020" "present" 1
"2070" "Thymus pulegioides L." "p15-2020" "present" 1
"2071" "Veronica arvensis L." "p1-2009" "absent" 0
"2072" "Veronica arvensis L." "p2-2009" "absent" 0
"2073" "Veronica arvensis L." "p3-2009" "absent" 0
"2074" "Veronica arvensis L." "p4-2009" "absent" 0
"2075" "Veronica arvensis L." "p5-2009" "present" 1
"2076" "Veronica arvensis L." "p6-2009" "absent" 0
"2077" "Veronica arvensis L." "p7-2009" "present" 1
"2078" "Veronica arvensis L." "p8-2009" "absent" 0
"2079" "Veronica arvensis L." "p9-2009" "absent" 0
"2080" "Veronica arvensis L." "p10-2009" "present" 1
"2081" "Veronica arvensis L." "p11-2009" "absent" 0
"2082" "Veronica arvensis L." "p12-2009" "absent" 0
"2083" "Veronica arvensis L." "p13-2009" "absent" 0
"2084" "Veronica arvensis L." "p14-2009" "absent" 0
"2085" "Veronica arvensis L." "p15-2009" "absent" 0
"2086" "Veronica arvensis L." "p1-2019" "absent" 0
"2087" "Veronica arvensis L." "p2-2019" "absent" 0
"2088" "Veronica arvensis L." "p3-2019" "absent" 0
"2089" "Veronica arvensis L." "p4-2019" "absent" 0
"2090" "Veronica arvensis L." "p5-2019" "absent" 0
"2091" "Veronica arvensis L." "p6-2019" "absent" 0
"2092" "Veronica arvensis L." "p7-2019" "absent" 0
"2093" "Veronica arvensis L." "p8-2019" "absent" 0
"2094" "Veronica arvensis L." "p9-2019" "absent" 0
"2095" "Veronica arvensis L." "p10-2019" "absent" 0
"2096" "Veronica arvensis L." "p11-2019" "absent" 0
"2097" "Veronica arvensis L." "p12-2019" "absent" 0
"2098" "Veronica arvensis L." "p13-2019" "absent" 0
"2099" "Veronica arvensis L." "p14-2019" "absent" 0
"2100" "Veronica arvensis L." "p15-2019" "absent" 0
"2101" "Veronica arvensis L." "p1-2020" "absent" 0
"2102" "Veronica arvensis L." "p2-2020" "absent" 0
"2103" "Veronica arvensis L." "p3-2020" "absent" 0
"2104" "Veronica arvensis L." "p4-2020" "present" 1
"2105" "Veronica arvensis L." "p5-2020" "absent" 0
"2106" "Veronica arvensis L." "p6-2020" "present" 1
"2107" "Veronica arvensis L." "p7-2020" "present" 1
"2108" "Veronica arvensis L." "p8-2020" "absent" 0
"2109" "Veronica arvensis L." "p9-2020" "absent" 0
"2110" "Veronica arvensis L." "p10-2020" "present" 1
"2111" "Veronica arvensis L." "p11-2020" "present" 1
"2112" "Veronica arvensis L." "p12-2020" "absent" 0
"2113" "Veronica arvensis L." "p13-2020" "absent" 0
"2114" "Veronica arvensis L." "p14-2020" "absent" 0
"2115" "Veronica arvensis L." "p15-2020" "present" 1
"2116" "Veronica spicata L." "p1-2009" "present" 1
"2117" "Veronica spicata L." "p2-2009" "present" 1
"2118" "Veronica spicata L." "p3-2009" "present" 1
"2119" "Veronica spicata L." "p4-2009" "present" 1
"2120" "Veronica spicata L." "p5-2009" "present" 1
"2121" "Veronica spicata L." "p6-2009" "present" 1
"2122" "Veronica spicata L." "p7-2009" "present" 1
"2123" "Veronica spicata L." "p8-2009" "present" 1
"2124" "Veronica spicata L." "p9-2009" "present" 1
"2125" "Veronica spicata L." "p10-2009" "present" 1
"2126" "Veronica spicata L." "p11-2009" "present" 1
"2127" "Veronica spicata L." "p12-2009" "present" 1
"2128" "Veronica spicata L." "p13-2009" "present" 1
"2129" "Veronica spicata L." "p14-2009" "present" 1
"2130" "Veronica spicata L." "p15-2009" "present" 1
"2131" "Veronica spicata L." "p1-2019" "present" 1
"2132" "Veronica spicata L." "p2-2019" "present" 1
"2133" "Veronica spicata L." "p3-2019" "absent" 0
"2134" "Veronica spicata L." "p4-2019" "present" 1
"2135" "Veronica spicata L." "p5-2019" "present" 1
"2136" "Veronica spicata L." "p6-2019" "present" 1
"2137" "Veronica spicata L." "p7-2019" "present" 1
"2138" "Veronica spicata L." "p8-2019" "present" 1
"2139" "Veronica spicata L." "p9-2019" "present" 1
"2140" "Veronica spicata L." "p10-2019" "present" 1
"2141" "Veronica spicata L." "p11-2019" "present" 1
"2142" "Veronica spicata L." "p12-2019" "present" 1
"2143" "Veronica spicata L." "p13-2019" "present" 1
"2144" "Veronica spicata L." "p14-2019" "present" 1
"2145" "Veronica spicata L." "p15-2019" "present" 1
"2146" "Veronica spicata L." "p1-2020" "present" 1
"2147" "Veronica spicata L." "p2-2020" "present" 1
"2148" "Veronica spicata L." "p3-2020" "absent" 0
"2149" "Veronica spicata L." "p4-2020" "present" 1
"2150" "Veronica spicata L." "p5-2020" "present" 1
"2151" "Veronica spicata L." "p6-2020" "present" 1
"2152" "Veronica spicata L." "p7-2020" "present" 1
"2153" "Veronica spicata L." "p8-2020" "present" 1
"2154" "Veronica spicata L." "p9-2020" "present" 1
"2155" "Veronica spicata L." "p10-2020" "present" 1
"2156" "Veronica spicata L." "p11-2020" "present" 1
"2157" "Veronica spicata L." "p12-2020" "present" 1
"2158" "Veronica spicata L." "p13-2020" "present" 1
"2159" "Veronica spicata L." "p14-2020" "present" 1
"2160" "Veronica spicata L." "p15-2020" "present" 1
"2161" "Woodsia alpina (Bolton) Gray" "p1-2009" "absent" 0
"2162" "Woodsia alpina (Bolton) Gray" "p2-2009" "absent" 0
"2163" "Woodsia alpina (Bolton) Gray" "p3-2009" "absent" 0
"2164" "Woodsia alpina (Bolton) Gray" "p4-2009" "absent" 0
"2165" "Woodsia alpina (Bolton) Gray" "p5-2009" "absent" 0
"2166" "Woodsia alpina (Bolton) Gray" "p6-2009" "absent" 0
"2167" "Woodsia alpina (Bolton) Gray" "p7-2009" "present" 1
"2168" "Woodsia alpina (Bolton) Gray" "p8-2009" "absent" 0
"2169" "Woodsia alpina (Bolton) Gray" "p9-2009" "absent" 0
"2170" "Woodsia alpina (Bolton) Gray" "p10-2009" "absent" 0
"2171" "Woodsia alpina (Bolton) Gray" "p11-2009" "absent" 0
"2172" "Woodsia alpina (Bolton) Gray" "p12-2009" "absent" 0
"2173" "Woodsia alpina (Bolton) Gray" "p13-2009" "present" 1
"2174" "Woodsia alpina (Bolton) Gray" "p14-2009" "absent" 0
"2175" "Woodsia alpina (Bolton) Gray" "p15-2009" "absent" 0
"2176" "Woodsia alpina (Bolton) Gray" "p1-2019" "absent" 0
"2177" "Woodsia alpina (Bolton) Gray" "p2-2019" "absent" 0
"2178" "Woodsia alpina (Bolton) Gray" "p3-2019" "absent" 0
"2179" "Woodsia alpina (Bolton) Gray" "p4-2019" "absent" 0
"2180" "Woodsia alpina (Bolton) Gray" "p5-2019" "absent" 0
"2181" "Woodsia alpina (Bolton) Gray" "p6-2019" "absent" 0
"2182" "Woodsia alpina (Bolton) Gray" "p7-2019" "present" 1
"2183" "Woodsia alpina (Bolton) Gray" "p8-2019" "absent" 0
"2184" "Woodsia alpina (Bolton) Gray" "p9-2019" "absent" 0
"2185" "Woodsia alpina (Bolton) Gray" "p10-2019" "absent" 0
